node1	node2	sign	year_trt	edge
X16S_1408	X16S_5231	-1	2013_control	X16S_1408__X16S_5231
X16S_141	X16S_857	 1	2013_control	X16S_141__X16S_857
X16S_98	X16S_141	 1	2013_control	X16S_98__X16S_141
X16S_14102	X16S_18172	-1	2013_control	X16S_14102__X16S_18172
X16S_2375	X16S_14102	-1	2013_control	X16S_2375__X16S_14102
X16S_5289	X16S_14102	-1	2013_control	X16S_5289__X16S_14102
X16S_3817	X16S_14168	-1	2013_control	X16S_3817__X16S_14168
X16S_14199	X16S_23671	-1	2013_control	X16S_14199__X16S_23671
X16S_14293	X16S_16676	 1	2013_control	X16S_14293__X16S_16676
X16S_143	X16S_1909	 1	2013_control	X16S_143__X16S_1909
X16S_1439	X16S_1459	-1	2013_control	X16S_1439__X16S_1459
X16S_1439	X16S_1596	-1	2013_control	X16S_1439__X16S_1596
X16S_1439	X16S_19652	-1	2013_control	X16S_1439__X16S_19652
X16S_1439	X16S_20797	 1	2013_control	X16S_1439__X16S_20797
X16S_1439	X16S_23060	-1	2013_control	X16S_1439__X16S_23060
X16S_144	X16S_171	 1	2013_control	X16S_144__X16S_171
X16S_144	X16S_184	 1	2013_control	X16S_144__X16S_184
X16S_144	X16S_1988	 1	2013_control	X16S_144__X16S_1988
X16S_144	X16S_555	 1	2013_control	X16S_144__X16S_555
X16S_58	X16S_144	 1	2013_control	X16S_58__X16S_144
X16S_60	X16S_144	 1	2013_control	X16S_60__X16S_144
X16S_144	X16S_613	 1	2013_control	X16S_144__X16S_613
X16S_75	X16S_144	 1	2013_control	X16S_75__X16S_144
X16S_144	X16S_958	 1	2013_control	X16S_144__X16S_958
X16S_1440	X16S_1517	-1	2013_control	X16S_1440__X16S_1517
X16S_16	X16S_1440	-1	2013_control	X16S_16__X16S_1440
X16S_1440	X16S_4573	-1	2013_control	X16S_1440__X16S_4573
X16S_1440	X16S_5625	-1	2013_control	X16S_1440__X16S_5625
X16S_1459	X16S_18172	-1	2013_control	X16S_1459__X16S_18172
X16S_2	X16S_14617	 1	2013_control	X16S_2__X16S_14617
X16S_501	X16S_1462	 1	2013_control	X16S_501__X16S_1462
X16S_14631	X16S_23843	-1	2013_control	X16S_14631__X16S_23843
X16S_743	X16S_1466	-1	2013_control	X16S_743__X16S_1466
X16S_1470	X16S_16204	-1	2013_control	X16S_1470__X16S_16204
X16S_449	X16S_14733	 1	2013_control	X16S_449__X16S_14733
X16S_225	X16S_14736	 1	2013_control	X16S_225__X16S_14736
X16S_2293	X16S_14736	 1	2013_control	X16S_2293__X16S_14736
X16S_14736	X16S_24090	 1	2013_control	X16S_14736__X16S_24090
X16S_5	X16S_14736	 1	2013_control	X16S_5__X16S_14736
X16S_50	X16S_14736	 1	2013_control	X16S_50__X16S_14736
X16S_597	X16S_14736	 1	2013_control	X16S_597__X16S_14736
X16S_944	X16S_14736	 1	2013_control	X16S_944__X16S_14736
X16S_1493	X16S_8253	-1	2013_control	X16S_1493__X16S_8253
X16S_2486	X16S_14944	 1	2013_control	X16S_2486__X16S_14944
X16S_1496	X16S_1584	-1	2013_control	X16S_1496__X16S_1584
X16S_1498	X16S_3034	-1	2013_control	X16S_1498__X16S_3034
X16S_218	X16S_14991	 1	2013_control	X16S_218__X16S_14991
X16S_15	X16S_165	 1	2013_control	X16S_15__X16S_165
X16S_15	X16S_33	 1	2013_control	X16S_15__X16S_33
X16S_15	X16S_371	 1	2013_control	X16S_15__X16S_371
X16S_4	X16S_15	 1	2013_control	X16S_4__X16S_15
X16S_15	X16S_53	 1	2013_control	X16S_15__X16S_53
X16S_15	X16S_58	 1	2013_control	X16S_15__X16S_58
X16S_15	X16S_60	 1	2013_control	X16S_15__X16S_60
X16S_15	X16S_68	 1	2013_control	X16S_15__X16S_68
X16S_15	X16S_75	 1	2013_control	X16S_15__X16S_75
X16S_150	X16S_787	 1	2013_control	X16S_150__X16S_787
X16S_828	X16S_1511	-1	2013_control	X16S_828__X16S_1511
X16S_1514	X16S_15872	-1	2013_control	X16S_1514__X16S_15872
X16S_1535	X16S_25237	-1	2013_control	X16S_1535__X16S_25237
X16S_1543	X16S_4672	-1	2013_control	X16S_1543__X16S_4672
X16S_1543	X16S_5941	-1	2013_control	X16S_1543__X16S_5941
X16S_155	X16S_6389	 1	2013_control	X16S_155__X16S_6389
X16S_1556	X16S_3187	-1	2013_control	X16S_1556__X16S_3187
X16S_5	X16S_15602	 1	2013_control	X16S_5__X16S_15602
X16S_7423	X16S_15686	 1	2013_control	X16S_7423__X16S_15686
X16S_157	X16S_22049	 1	2013_control	X16S_157__X16S_22049
X16S_1574	X16S_22215	-1	2013_control	X16S_1574__X16S_22215
X16S_1584	X16S_4062	-1	2013_control	X16S_1584__X16S_4062
X16S_4857	X16S_15869	-1	2013_control	X16S_4857__X16S_15869
X16S_1810	X16S_15872	-1	2013_control	X16S_1810__X16S_15872
X16S_1591	X16S_2259	-1	2013_control	X16S_1591__X16S_2259
X16S_15911	X16S_25311	-1	2013_control	X16S_15911__X16S_25311
X16S_466	X16S_1593	 1	2013_control	X16S_466__X16S_1593
X16S_4643	X16S_15954	-1	2013_control	X16S_4643__X16S_15954
X16S_1596	X16S_2501	-1	2013_control	X16S_1596__X16S_2501
X16S_443	X16S_1602	-1	2013_control	X16S_443__X16S_1602
X16S_1602	X16S_7410	-1	2013_control	X16S_1602__X16S_7410
X16S_1609	X16S_5155	 1	2013_control	X16S_1609__X16S_5155
X16S_161	X16S_443	 1	2013_control	X16S_161__X16S_443
X16S_180	X16S_1610	 1	2013_control	X16S_180__X16S_1610
X16S_668	X16S_1611	-1	2013_control	X16S_668__X16S_1611
X16S_1612	X16S_17651	-1	2013_control	X16S_1612__X16S_17651
X16S_1640	X16S_2666	-1	2013_control	X16S_1640__X16S_2666
X16S_3255	X16S_16407	-1	2013_control	X16S_3255__X16S_16407
X16S_3324	X16S_16407	-1	2013_control	X16S_3324__X16S_16407
X16S_7158	X16S_16407	-1	2013_control	X16S_7158__X16S_16407
X16S_16501	X16S_21023	 1	2013_control	X16S_16501__X16S_21023
X16S_166	X16S_17646	 1	2013_control	X16S_166__X16S_17646
X16S_166	X16S_221	 1	2013_control	X16S_166__X16S_221
X16S_167	X16S_169	-1	2013_control	X16S_167__X16S_169
X16S_2362	X16S_16788	-1	2013_control	X16S_2362__X16S_16788
X16S_2501	X16S_16788	-1	2013_control	X16S_2501__X16S_16788
X16S_3409	X16S_16788	-1	2013_control	X16S_3409__X16S_16788
X16S_5940	X16S_16788	-1	2013_control	X16S_5940__X16S_16788
X16S_8253	X16S_16788	-1	2013_control	X16S_8253__X16S_16788
X16S_421	X16S_1683	 1	2013_control	X16S_421__X16S_1683
X16S_17	X16S_184	 1	2013_control	X16S_17__X16S_184
X16S_1867	X16S_17097	-1	2013_control	X16S_1867__X16S_17097
X16S_171	X16S_184	 1	2013_control	X16S_171__X16S_184
X16S_171	X16S_300	 1	2013_control	X16S_171__X16S_300
X16S_171	X16S_458	 1	2013_control	X16S_171__X16S_458
X16S_1736	X16S_1774	-1	2013_control	X16S_1736__X16S_1774
X16S_717	X16S_1746	-1	2013_control	X16S_717__X16S_1746
X16S_1747	X16S_19652	-1	2013_control	X16S_1747__X16S_19652
X16S_1747	X16S_4726	-1	2013_control	X16S_1747__X16S_4726
X16S_1748	X16S_3134	-1	2013_control	X16S_1748__X16S_3134
X16S_175	X16S_449	 1	2013_control	X16S_175__X16S_449
X16S_17553	X16S_21722	-1	2013_control	X16S_17553__X16S_21722
X16S_3392	X16S_17553	-1	2013_control	X16S_3392__X16S_17553
X16S_38	X16S_176	 1	2013_control	X16S_38__X16S_176
X16S_17739	X16S_24080	-1	2013_control	X16S_17739__X16S_24080
X16S_1774	X16S_3449	-1	2013_control	X16S_1774__X16S_3449
X16S_1774	X16S_5073	-1	2013_control	X16S_1774__X16S_5073
X16S_985	X16S_1777	 1	2013_control	X16S_985__X16S_1777
X16S_180	X16S_1973	-1	2013_control	X16S_180__X16S_1973
X16S_21	X16S_180	 1	2013_control	X16S_21__X16S_180
X16S_180	X16S_290	 1	2013_control	X16S_180__X16S_290
X16S_1802	X16S_21918	 1	2013_control	X16S_1802__X16S_21918
X16S_1807	X16S_4952	-1	2013_control	X16S_1807__X16S_4952
X16S_1810	X16S_2092	-1	2013_control	X16S_1810__X16S_2092
X16S_1810	X16S_4412	-1	2013_control	X16S_1810__X16S_4412
X16S_359	X16S_18112	 1	2013_control	X16S_359__X16S_18112
X16S_2102	X16S_18172	-1	2013_control	X16S_2102__X16S_18172
X16S_3574	X16S_18172	-1	2013_control	X16S_3574__X16S_18172
X16S_5941	X16S_18172	-1	2013_control	X16S_5941__X16S_18172
X16S_7010	X16S_18172	-1	2013_control	X16S_7010__X16S_18172
X16S_1822	X16S_21239	 1	2013_control	X16S_1822__X16S_21239
X16S_193	X16S_18250	 1	2013_control	X16S_193__X16S_18250
X16S_192	X16S_1835	 1	2013_control	X16S_192__X16S_1835
X16S_184	X16S_458	 1	2013_control	X16S_184__X16S_458
X16S_184	X16S_680	 1	2013_control	X16S_184__X16S_680
X16S_2390	X16S_18418	-1	2013_control	X16S_2390__X16S_18418
X16S_1844	X16S_19652	-1	2013_control	X16S_1844__X16S_19652
X16S_893	X16S_1844	 1	2013_control	X16S_893__X16S_1844
X16S_1847	X16S_3462	-1	2013_control	X16S_1847__X16S_3462
X16S_1867	X16S_19652	-1	2013_control	X16S_1867__X16S_19652
X16S_1867	X16S_23060	-1	2013_control	X16S_1867__X16S_23060
X16S_1867	X16S_3479	-1	2013_control	X16S_1867__X16S_3479
X16S_1867	X16S_9847	-1	2013_control	X16S_1867__X16S_9847
X16S_187	X16S_215	 1	2013_control	X16S_187__X16S_215
X16S_187	X16S_292	 1	2013_control	X16S_187__X16S_292
X16S_18789	X16S_22236	 1	2013_control	X16S_18789__X16S_22236
X16S_1883	X16S_22740	-1	2013_control	X16S_1883__X16S_22740
X16S_18841	X16S_21262	-1	2013_control	X16S_18841__X16S_21262
X16S_1887	X16S_5137	-1	2013_control	X16S_1887__X16S_5137
X16S_1900	X16S_3392	-1	2013_control	X16S_1900__X16S_3392
X16S_1900	X16S_4952	-1	2013_control	X16S_1900__X16S_4952
X16S_1909	X16S_25972	 1	2013_control	X16S_1909__X16S_25972
X16S_1922	X16S_6389	-1	2013_control	X16S_1922__X16S_6389
X16S_7339	X16S_19268	-1	2013_control	X16S_7339__X16S_19268
X16S_1927	X16S_19896	 1	2013_control	X16S_1927__X16S_19896
X16S_1927	X16S_5940	-1	2013_control	X16S_1927__X16S_5940
X16S_848	X16S_1927	-1	2013_control	X16S_848__X16S_1927
X16S_193	X16S_774	 1	2013_control	X16S_193__X16S_774
X16S_1936	X16S_3410	-1	2013_control	X16S_1936__X16S_3410
X16S_1936	X16S_5940	-1	2013_control	X16S_1936__X16S_5940
X16S_848	X16S_1936	-1	2013_control	X16S_848__X16S_1936
X16S_1940	X16S_2598	-1	2013_control	X16S_1940__X16S_2598
X16S_1942	X16S_2277	-1	2013_control	X16S_1942__X16S_2277
X16S_3128	X16S_19554	-1	2013_control	X16S_3128__X16S_19554
X16S_75	X16S_196	 1	2013_control	X16S_75__X16S_196
X16S_196	X16S_855	 1	2013_control	X16S_196__X16S_855
X16S_1963	X16S_3800	 1	2013_control	X16S_1963__X16S_3800
X16S_4498	X16S_19633	-1	2013_control	X16S_4498__X16S_19633
X16S_828	X16S_1965	-1	2013_control	X16S_828__X16S_1965
X16S_2049	X16S_19652	-1	2013_control	X16S_2049__X16S_19652
X16S_2187	X16S_19652	-1	2013_control	X16S_2187__X16S_19652
X16S_2259	X16S_19652	-1	2013_control	X16S_2259__X16S_19652
X16S_19652	X16S_23679	-1	2013_control	X16S_19652__X16S_23679
X16S_2598	X16S_19652	-1	2013_control	X16S_2598__X16S_19652
X16S_3255	X16S_19652	-1	2013_control	X16S_3255__X16S_19652
X16S_443	X16S_19652	-1	2013_control	X16S_443__X16S_19652
X16S_5289	X16S_19652	-1	2013_control	X16S_5289__X16S_19652
X16S_7410	X16S_19652	-1	2013_control	X16S_7410__X16S_19652
X16S_9957	X16S_19652	 1	2013_control	X16S_9957__X16S_19652
X16S_719	X16S_19766	 1	2013_control	X16S_719__X16S_19766
X16S_9776	X16S_19766	 1	2013_control	X16S_9776__X16S_19766
X16S_198	X16S_262	 1	2013_control	X16S_198__X16S_262
X16S_232	X16S_1988	 1	2013_control	X16S_232__X16S_1988
X16S_555	X16S_1988	 1	2013_control	X16S_555__X16S_1988
X16S_33	X16S_19896	 1	2013_control	X16S_33__X16S_19896
X16S_1995	X16S_21342	-1	2013_control	X16S_1995__X16S_21342
X16S_2501	X16S_20374	-1	2013_control	X16S_2501__X16S_20374
X16S_2040	X16S_2845	-1	2013_control	X16S_2040__X16S_2845
X16S_205	X16S_482	 1	2013_control	X16S_205__X16S_482
X16S_205	X16S_610	 1	2013_control	X16S_205__X16S_610
X16S_205	X16S_742	 1	2013_control	X16S_205__X16S_742
X16S_205	X16S_7924	 1	2013_control	X16S_205__X16S_7924
X16S_2050	X16S_4672	-1	2013_control	X16S_2050__X16S_4672
X16S_675	X16S_2052	-1	2013_control	X16S_675__X16S_2052
X16S_2063	X16S_4800	-1	2013_control	X16S_2063__X16S_4800
X16S_3634	X16S_20797	 1	2013_control	X16S_3634__X16S_20797
X16S_58	X16S_20797	 1	2013_control	X16S_58__X16S_20797
X16S_20960	X16S_21376	 1	2013_control	X16S_20960__X16S_21376
X16S_2818	X16S_20960	 1	2013_control	X16S_2818__X16S_20960
X16S_318	X16S_20960	 1	2013_control	X16S_318__X16S_20960
X16S_4524	X16S_20960	 1	2013_control	X16S_4524__X16S_20960
X16S_529	X16S_20960	 1	2013_control	X16S_529__X16S_20960
X16S_636	X16S_20960	 1	2013_control	X16S_636__X16S_20960
X16S_7128	X16S_20960	 1	2013_control	X16S_7128__X16S_20960
X16S_959	X16S_20960	 1	2013_control	X16S_959__X16S_20960
X16S_21	X16S_21698	 1	2013_control	X16S_21__X16S_21698
X16S_21	X16S_35	-1	2013_control	X16S_21__X16S_35
X16S_2102	X16S_2350	-1	2013_control	X16S_2102__X16S_2350
X16S_2102	X16S_2612	-1	2013_control	X16S_2102__X16S_2612
X16S_2109	X16S_2126	-1	2013_control	X16S_2109__X16S_2126
X16S_211	X16S_262	 1	2013_control	X16S_211__X16S_262
X16S_71	X16S_2115	-1	2013_control	X16S_71__X16S_2115
X16S_2126	X16S_9598	-1	2013_control	X16S_2126__X16S_9598
X16S_2137	X16S_2572	-1	2013_control	X16S_2137__X16S_2572
X16S_555	X16S_21434	 1	2013_control	X16S_555__X16S_21434
X16S_2148	X16S_3566	-1	2013_control	X16S_2148__X16S_3566
X16S_2148	X16S_4367	-1	2013_control	X16S_2148__X16S_4367
X16S_38	X16S_216	 1	2013_control	X16S_38__X16S_216
X16S_21604	X16S_25387	 1	2013_control	X16S_21604__X16S_25387
X16S_218	X16S_955	 1	2013_control	X16S_218__X16S_955
X16S_21841	X16S_26168	 1	2013_control	X16S_21841__X16S_26168
X16S_262	X16S_21841	 1	2013_control	X16S_262__X16S_21841
X16S_21915	X16S_25392	 1	2013_control	X16S_21915__X16S_25392
X16S_2501	X16S_22078	-1	2013_control	X16S_2501__X16S_22078
X16S_221	X16S_658	 1	2013_control	X16S_221__X16S_658
X16S_812	X16S_22215	-1	2013_control	X16S_812__X16S_22215
X16S_9881	X16S_22237	-1	2013_control	X16S_9881__X16S_22237
X16S_240	X16S_2236	 1	2013_control	X16S_240__X16S_2236
X16S_38	X16S_22414	 1	2013_control	X16S_38__X16S_22414
X16S_2242	X16S_5231	-1	2013_control	X16S_2242__X16S_5231
X16S_555	X16S_22477	 1	2013_control	X16S_555__X16S_22477
X16S_225	X16S_24090	 1	2013_control	X16S_225__X16S_24090
X16S_5	X16S_225	 1	2013_control	X16S_5__X16S_225
X16S_225	X16S_597	 1	2013_control	X16S_225__X16S_597
X16S_424	X16S_22506	 1	2013_control	X16S_424__X16S_22506
X16S_2259	X16S_23060	-1	2013_control	X16S_2259__X16S_23060
X16S_691	X16S_2269	 1	2013_control	X16S_691__X16S_2269
X16S_2274	X16S_2501	-1	2013_control	X16S_2274__X16S_2501
X16S_2274	X16S_8253	-1	2013_control	X16S_2274__X16S_8253
X16S_22886	X16S_24676	 1	2013_control	X16S_22886__X16S_24676
X16S_42	X16S_22886	 1	2013_control	X16S_42__X16S_22886
X16S_503	X16S_22886	 1	2013_control	X16S_503__X16S_22886
X16S_685	X16S_22886	 1	2013_control	X16S_685__X16S_22886
X16S_8379	X16S_22886	 1	2013_control	X16S_8379__X16S_22886
X16S_2293	X16S_24090	 1	2013_control	X16S_2293__X16S_24090
X16S_50	X16S_2293	 1	2013_control	X16S_50__X16S_2293
X16S_2293	X16S_5886	 1	2013_control	X16S_2293__X16S_5886
X16S_597	X16S_2293	 1	2013_control	X16S_597__X16S_2293
X16S_944	X16S_2293	 1	2013_control	X16S_944__X16S_2293
X16S_5289	X16S_23060	-1	2013_control	X16S_5289__X16S_23060
X16S_2313	X16S_3458	-1	2013_control	X16S_2313__X16S_3458
X16S_3867	X16S_23196	-1	2013_control	X16S_3867__X16S_23196
X16S_232	X16S_403	 1	2013_control	X16S_232__X16S_403
X16S_232	X16S_555	 1	2013_control	X16S_232__X16S_555
X16S_812	X16S_2323	-1	2013_control	X16S_812__X16S_2323
X16S_2666	X16S_23416	-1	2013_control	X16S_2666__X16S_23416
X16S_3177	X16S_23416	-1	2013_control	X16S_3177__X16S_23416
X16S_4726	X16S_23416	-1	2013_control	X16S_4726__X16S_23416
X16S_2350	X16S_5941	-1	2013_control	X16S_2350__X16S_5941
X16S_38	X16S_236	 1	2013_control	X16S_38__X16S_236
X16S_2362	X16S_7010	-1	2013_control	X16S_2362__X16S_7010
X16S_38	X16S_23732	 1	2013_control	X16S_38__X16S_23732
X16S_262	X16S_2380	 1	2013_control	X16S_262__X16S_2380
X16S_3319	X16S_23843	-1	2013_control	X16S_3319__X16S_23843
X16S_5148	X16S_23843	-1	2013_control	X16S_5148__X16S_23843
X16S_2390	X16S_7804	-1	2013_control	X16S_2390__X16S_7804
X16S_894	X16S_23906	 1	2013_control	X16S_894__X16S_23906
X16S_98	X16S_240	 1	2013_control	X16S_98__X16S_240
X16S_7888	X16S_24013	 1	2013_control	X16S_7888__X16S_24013
X16S_2404	X16S_5289	-1	2013_control	X16S_2404__X16S_5289
X16S_329	X16S_24090	 1	2013_control	X16S_329__X16S_24090
X16S_5886	X16S_24090	 1	2013_control	X16S_5886__X16S_24090
X16S_597	X16S_24090	 1	2013_control	X16S_597__X16S_24090
X16S_244	X16S_24653	 1	2013_control	X16S_244__X16S_24653
X16S_244	X16S_25972	 1	2013_control	X16S_244__X16S_25972
X16S_244	X16S_487	 1	2013_control	X16S_244__X16S_487
X16S_244	X16S_8428	 1	2013_control	X16S_244__X16S_8428
X16S_2445	X16S_7010	-1	2013_control	X16S_2445__X16S_7010
X16S_2469	X16S_24465	-1	2013_control	X16S_2469__X16S_24465
X16S_5073	X16S_24465	-1	2013_control	X16S_5073__X16S_24465
X16S_262	X16S_24550	 1	2013_control	X16S_262__X16S_24550
X16S_994	X16S_2465	-1	2013_control	X16S_994__X16S_2465
X16S_2469	X16S_3785	-1	2013_control	X16S_2469__X16S_3785
X16S_2494	X16S_3874	-1	2013_control	X16S_2494__X16S_3874
X16S_250	X16S_2508	 1	2013_control	X16S_250__X16S_2508
X16S_2501	X16S_3466	-1	2013_control	X16S_2501__X16S_3466
X16S_2501	X16S_5941	-1	2013_control	X16S_2501__X16S_5941
X16S_2566	X16S_4800	-1	2013_control	X16S_2566__X16S_4800
X16S_2687	X16S_25712	-1	2013_control	X16S_2687__X16S_25712
X16S_2572	X16S_7158	-1	2013_control	X16S_2572__X16S_7158
X16S_258	X16S_367	 1	2013_control	X16S_258__X16S_367
X16S_258	X16S_425	 1	2013_control	X16S_258__X16S_425
X16S_3006	X16S_25832	-1	2013_control	X16S_3006__X16S_25832
X16S_899	X16S_25832	-1	2013_control	X16S_899__X16S_25832
X16S_2598	X16S_4082	-1	2013_control	X16S_2598__X16S_4082
X16S_26	X16S_3818	 1	2013_control	X16S_26__X16S_3818
X16S_2604	X16S_4840	-1	2013_control	X16S_2604__X16S_4840
X16S_2604	X16S_7317	-1	2013_control	X16S_2604__X16S_7317
X16S_2612	X16S_3564	-1	2013_control	X16S_2612__X16S_3564
X16S_310	X16S_26168	 1	2013_control	X16S_310__X16S_26168
X16S_262	X16S_310	 1	2013_control	X16S_262__X16S_310
X16S_262	X16S_316	 1	2013_control	X16S_262__X16S_316
X16S_262	X16S_350	 1	2013_control	X16S_262__X16S_350
X16S_2634	X16S_3826	-1	2013_control	X16S_2634__X16S_3826
X16S_96	X16S_264	 1	2013_control	X16S_96__X16S_264
X16S_268	X16S_738	 1	2013_control	X16S_268__X16S_738
X16S_2680	X16S_3679	-1	2013_control	X16S_2680__X16S_3679
X16S_2704	X16S_3400	-1	2013_control	X16S_2704__X16S_3400
X16S_828	X16S_2758	-1	2013_control	X16S_828__X16S_2758
X16S_2808	X16S_4165	-1	2013_control	X16S_2808__X16S_4165
X16S_285	X16S_626	 1	2013_control	X16S_285__X16S_626
X16S_58	X16S_287	 1	2013_control	X16S_58__X16S_287
X16S_39	X16S_2920	 1	2013_control	X16S_39__X16S_2920
X16S_2920	X16S_5835	-1	2013_control	X16S_2920__X16S_5835
X16S_367	X16S_2952	 1	2013_control	X16S_367__X16S_2952
X16S_2977	X16S_3854	-1	2013_control	X16S_2977__X16S_3854
X16S_300	X16S_4326	-1	2013_control	X16S_300__X16S_4326
X16S_310	X16S_433	 1	2013_control	X16S_310__X16S_433
X16S_3128	X16S_8190	-1	2013_control	X16S_3128__X16S_8190
X16S_3134	X16S_5941	-1	2013_control	X16S_3134__X16S_5941
X16S_653	X16S_3219	-1	2013_control	X16S_653__X16S_3219
X16S_828	X16S_3219	-1	2013_control	X16S_828__X16S_3219
X16S_3241	X16S_4497	-1	2013_control	X16S_3241__X16S_4497
X16S_3248	X16S_3950	-1	2013_control	X16S_3248__X16S_3950
X16S_3258	X16S_3458	-1	2013_control	X16S_3258__X16S_3458
X16S_33	X16S_68	 1	2013_control	X16S_33__X16S_68
X16S_33	X16S_75	 1	2013_control	X16S_33__X16S_75
X16S_3324	X16S_6314	-1	2013_control	X16S_3324__X16S_6314
X16S_3400	X16S_4857	-1	2013_control	X16S_3400__X16S_4857
X16S_3447	X16S_4929	-1	2013_control	X16S_3447__X16S_4929
X16S_3463	X16S_8043	 1	2013_control	X16S_3463__X16S_8043
X16S_959	X16S_3463	 1	2013_control	X16S_959__X16S_3463
X16S_35	X16S_453	 1	2013_control	X16S_35__X16S_453
X16S_35	X16S_947	 1	2013_control	X16S_35__X16S_947
X16S_38	X16S_350	 1	2013_control	X16S_38__X16S_350
X16S_971	X16S_3500	-1	2013_control	X16S_971__X16S_3500
X16S_38	X16S_361	 1	2013_control	X16S_38__X16S_361
X16S_455	X16S_3634	 1	2013_control	X16S_455__X16S_3634
X16S_3637	X16S_5289	-1	2013_control	X16S_3637__X16S_5289
X16S_367	X16S_489	 1	2013_control	X16S_367__X16S_489
X16S_60	X16S_371	 1	2013_control	X16S_60__X16S_371
X16S_75	X16S_371	 1	2013_control	X16S_75__X16S_371
X16S_38	X16S_433	 1	2013_control	X16S_38__X16S_433
X16S_38	X16S_686	 1	2013_control	X16S_38__X16S_686
X16S_38	X16S_817	 1	2013_control	X16S_38__X16S_817
X16S_38	X16S_982	 1	2013_control	X16S_38__X16S_982
X16S_695	X16S_3851	 1	2013_control	X16S_695__X16S_3851
X16S_3972	X16S_4082	-1	2013_control	X16S_3972__X16S_4082
X16S_4	X16S_8148	 1	2013_control	X16S_4__X16S_8148
X16S_75	X16S_403	 1	2013_control	X16S_75__X16S_403
X16S_828	X16S_4039	-1	2013_control	X16S_828__X16S_4039
X16S_4062	X16S_4498	-1	2013_control	X16S_4062__X16S_4498
X16S_936	X16S_4062	-1	2013_control	X16S_936__X16S_4062
X16S_425	X16S_528	 1	2013_control	X16S_425__X16S_528
X16S_439	X16S_771	 1	2013_control	X16S_439__X16S_771
X16S_442	X16S_699	 1	2013_control	X16S_442__X16S_699
X16S_93	X16S_444	 1	2013_control	X16S_93__X16S_444
X16S_4524	X16S_5155	 1	2013_control	X16S_4524__X16S_5155
X16S_465	X16S_645	 1	2013_control	X16S_465__X16S_645
X16S_466	X16S_697	 1	2013_control	X16S_466__X16S_697
X16S_4672	X16S_8759	-1	2013_control	X16S_4672__X16S_8759
X16S_49	X16S_855	 1	2013_control	X16S_49__X16S_855
X16S_501	X16S_7279	 1	2013_control	X16S_501__X16S_7279
X16S_503	X16S_5155	 1	2013_control	X16S_503__X16S_5155
X16S_503	X16S_7456	 1	2013_control	X16S_503__X16S_7456
X16S_5073	X16S_7180	-1	2013_control	X16S_5073__X16S_7180
X16S_636	X16S_5155	 1	2013_control	X16S_636__X16S_5155
X16S_5155	X16S_7128	 1	2013_control	X16S_5155__X16S_7128
X16S_959	X16S_5155	 1	2013_control	X16S_959__X16S_5155
X16S_83	X16S_528	 1	2013_control	X16S_83__X16S_528
X16S_5289	X16S_5941	-1	2013_control	X16S_5289__X16S_5941
X16S_53	X16S_58	 1	2013_control	X16S_53__X16S_58
X16S_53	X16S_60	 1	2013_control	X16S_53__X16S_60
X16S_53	X16S_75	 1	2013_control	X16S_53__X16S_75
X16S_58	X16S_60	 1	2013_control	X16S_58__X16S_60
X16S_58	X16S_61	 1	2013_control	X16S_58__X16S_61
X16S_58	X16S_68	 1	2013_control	X16S_58__X16S_68
X16S_58	X16S_6885	-1	2013_control	X16S_58__X16S_6885
X16S_58	X16S_75	 1	2013_control	X16S_58__X16S_75
X16S_944	X16S_5886	 1	2013_control	X16S_944__X16S_5886
X16S_73	X16S_594	 1	2013_control	X16S_73__X16S_594
X16S_60	X16S_68	 1	2013_control	X16S_60__X16S_68
X16S_60	X16S_75	 1	2013_control	X16S_60__X16S_75
X16S_994	X16S_6314	-1	2013_control	X16S_994__X16S_6314
X16S_7	X16S_651	 1	2013_control	X16S_7__X16S_651
X16S_671	X16S_750	 1	2013_control	X16S_671__X16S_750
X16S_75	X16S_677	 1	2013_control	X16S_75__X16S_677
X16S_6859	X16S_7787	-1	2013_control	X16S_6859__X16S_7787
X16S_73	X16S_691	 1	2013_control	X16S_73__X16S_691
X16S_691	X16S_947	 1	2013_control	X16S_691__X16S_947
X16S_825	X16S_7456	 1	2013_control	X16S_825__X16S_7456
X16S_75	X16S_958	 1	2013_control	X16S_75__X16S_958
X16S_97	X16S_771	 1	2013_control	X16S_97__X16S_771
X16S_1	X16S_11791	 1	2013_warming	X16S_1__X16S_11791
X16S_1	X16S_14601	 1	2013_warming	X16S_1__X16S_14601
X16S_1	X16S_14736	 1	2013_warming	X16S_1__X16S_14736
X16S_1	X16S_2293	 1	2013_warming	X16S_1__X16S_2293
X16S_1	X16S_24090	 1	2013_warming	X16S_1__X16S_24090
X16S_1	X16S_50	 1	2013_warming	X16S_1__X16S_50
X16S_1	X16S_5886	 1	2013_warming	X16S_1__X16S_5886
X16S_1	X16S_8875	 1	2013_warming	X16S_1__X16S_8875
X16S_1	X16S_944	 1	2013_warming	X16S_1__X16S_944
X16S_10	X16S_20055	 1	2013_warming	X16S_10__X16S_20055
X16S_10	X16S_2360	 1	2013_warming	X16S_10__X16S_2360
X16S_10	X16S_478	 1	2013_warming	X16S_10__X16S_478
X16S_1000	X16S_2592	-1	2013_warming	X16S_1000__X16S_2592
X16S_200	X16S_1009	 1	2013_warming	X16S_200__X16S_1009
X16S_1009	X16S_3634	 1	2013_warming	X16S_1009__X16S_3634
