node1	node2	sign	year_trt	edge
X16S_35	X16S_579	 1	2009_controlandwarm	X16S_35__X16S_579
X16S_3528	X16S_6926	-1	2009_controlandwarm	X16S_3528__X16S_6926
X16S_3547	X16S_8268	-1	2009_controlandwarm	X16S_3547__X16S_8268
X16S_358	X16S_5155	 1	2009_controlandwarm	X16S_358__X16S_5155
X16S_3600	X16S_6926	-1	2009_controlandwarm	X16S_3600__X16S_6926
X16S_3655	X16S_4017	-1	2009_controlandwarm	X16S_3655__X16S_4017
X16S_3655	X16S_4925	-1	2009_controlandwarm	X16S_3655__X16S_4925
X16S_367	X16S_493	 1	2009_controlandwarm	X16S_367__X16S_493
X16S_43	X16S_376	 1	2009_controlandwarm	X16S_43__X16S_376
X16S_3941	X16S_6859	-1	2009_controlandwarm	X16S_3941__X16S_6859
X16S_4017	X16S_6133	-1	2009_controlandwarm	X16S_4017__X16S_6133
X16S_411	X16S_605	 1	2009_controlandwarm	X16S_411__X16S_605
X16S_4193	X16S_4587	-1	2009_controlandwarm	X16S_4193__X16S_4587
X16S_47	X16S_429	 1	2009_controlandwarm	X16S_47__X16S_429
X16S_4367	X16S_6560	-1	2009_controlandwarm	X16S_4367__X16S_6560
X16S_4482	X16S_6133	-1	2009_controlandwarm	X16S_4482__X16S_6133
X16S_451	X16S_854	 1	2009_controlandwarm	X16S_451__X16S_854
X16S_88	X16S_451	 1	2009_controlandwarm	X16S_88__X16S_451
X16S_4520	X16S_9087	-1	2009_controlandwarm	X16S_4520__X16S_9087
X16S_453	X16S_517	 1	2009_controlandwarm	X16S_453__X16S_517
X16S_4568	X16S_4596	-1	2009_controlandwarm	X16S_4568__X16S_4596
X16S_83	X16S_463	 1	2009_controlandwarm	X16S_83__X16S_463
X16S_4631	X16S_4943	-1	2009_controlandwarm	X16S_4631__X16S_4943
X16S_466	X16S_5308	 1	2009_controlandwarm	X16S_466__X16S_5308
X16S_978	X16S_4687	 1	2009_controlandwarm	X16S_978__X16S_4687
X16S_47	X16S_75	 1	2009_controlandwarm	X16S_47__X16S_75
X16S_487	X16S_5222	 1	2009_controlandwarm	X16S_487__X16S_5222
X16S_4973	X16S_5155	 1	2009_controlandwarm	X16S_4973__X16S_5155
X16S_5	X16S_50	 1	2009_controlandwarm	X16S_5__X16S_50
X16S_5	X16S_5886	 1	2009_controlandwarm	X16S_5__X16S_5886
X16S_5	X16S_597	 1	2009_controlandwarm	X16S_5__X16S_597
X16S_5	X16S_8100	 1	2009_controlandwarm	X16S_5__X16S_8100
X16S_5	X16S_944	 1	2009_controlandwarm	X16S_5__X16S_944
X16S_50	X16S_5886	 1	2009_controlandwarm	X16S_50__X16S_5886
X16S_50	X16S_597	 1	2009_controlandwarm	X16S_50__X16S_597
X16S_5155	X16S_7108	 1	2009_controlandwarm	X16S_5155__X16S_7108
X16S_524	X16S_7456	 1	2009_controlandwarm	X16S_524__X16S_7456
X16S_540	X16S_570	 1	2009_controlandwarm	X16S_540__X16S_570
X16S_5650	X16S_7533	-1	2009_controlandwarm	X16S_5650__X16S_7533
X16S_5690	X16S_7584	-1	2009_controlandwarm	X16S_5690__X16S_7584
X16S_5855	X16S_6107	-1	2009_controlandwarm	X16S_5855__X16S_6107
X16S_597	X16S_5886	 1	2009_controlandwarm	X16S_597__X16S_5886
X16S_605	X16S_8379	 1	2009_controlandwarm	X16S_605__X16S_8379
X16S_6055	X16S_8049	-1	2009_controlandwarm	X16S_6055__X16S_8049
X16S_6560	X16S_6991	-1	2009_controlandwarm	X16S_6560__X16S_6991
X16S_661	X16S_776	 1	2009_controlandwarm	X16S_661__X16S_776
X16S_673	X16S_776	 1	2009_controlandwarm	X16S_673__X16S_776
X16S_82	X16S_730	 1	2009_controlandwarm	X16S_82__X16S_730
X16S_7339	X16S_7807	-1	2009_controlandwarm	X16S_7339__X16S_7807
X16S_944	X16S_8100	 1	2009_controlandwarm	X16S_944__X16S_8100
X16S_831	X16S_977	 1	2009_controlandwarm	X16S_831__X16S_977
X16S_843	X16S_9403	-1	2009_controlandwarm	X16S_843__X16S_9403
X16S_908	X16S_9362	-1	2009_controlandwarm	X16S_908__X16S_9362
X16S_1	X16S_11791	 1	2010_control	X16S_1__X16S_11791
X16S_1	X16S_14736	 1	2010_control	X16S_1__X16S_14736
X16S_1	X16S_225	 1	2010_control	X16S_1__X16S_225
X16S_1	X16S_2293	 1	2010_control	X16S_1__X16S_2293
X16S_1	X16S_24090	 1	2010_control	X16S_1__X16S_24090
X16S_1	X16S_5	 1	2010_control	X16S_1__X16S_5
X16S_1	X16S_597	 1	2010_control	X16S_1__X16S_597
X16S_1	X16S_944	 1	2010_control	X16S_1__X16S_944
X16S_10	X16S_22	 1	2010_control	X16S_10__X16S_22
X16S_100	X16S_14991	 1	2010_control	X16S_100__X16S_14991
X16S_100	X16S_15316	 1	2010_control	X16S_100__X16S_15316
X16S_100	X16S_220	 1	2010_control	X16S_100__X16S_220
X16S_100	X16S_23361	 1	2010_control	X16S_100__X16S_23361
X16S_100	X16S_566	 1	2010_control	X16S_100__X16S_566
X16S_100	X16S_910	 1	2010_control	X16S_100__X16S_910
X16S_318	X16S_1021	 1	2010_control	X16S_318__X16S_1021
X16S_1035	X16S_15948	-1	2010_control	X16S_1035__X16S_15948
X16S_1038	X16S_1329	-1	2010_control	X16S_1038__X16S_1329
X16S_176	X16S_1039	 1	2010_control	X16S_176__X16S_1039
X16S_104	X16S_477	 1	2010_control	X16S_104__X16S_477
X16S_1046	X16S_14736	 1	2010_control	X16S_1046__X16S_14736
X16S_1046	X16S_2293	 1	2010_control	X16S_1046__X16S_2293
X16S_5	X16S_1046	 1	2010_control	X16S_5__X16S_1046
X16S_944	X16S_1046	 1	2010_control	X16S_944__X16S_1046
X16S_173	X16S_1048	 1	2010_control	X16S_173__X16S_1048
X16S_336	X16S_1048	 1	2010_control	X16S_336__X16S_1048
X16S_1050	X16S_3099	-1	2010_control	X16S_1050__X16S_3099
X16S_1057	X16S_23361	 1	2010_control	X16S_1057__X16S_23361
X16S_97	X16S_106	 1	2010_control	X16S_97__X16S_106
X16S_393	X16S_10723	 1	2010_control	X16S_393__X16S_10723
X16S_2980	X16S_10857	-1	2010_control	X16S_2980__X16S_10857
X16S_1094	X16S_5389	-1	2010_control	X16S_1094__X16S_5389
X16S_2	X16S_10998	 1	2010_control	X16S_2__X16S_10998
X16S_11	X16S_11073	 1	2010_control	X16S_11__X16S_11073
X16S_11	X16S_31	 1	2010_control	X16S_11__X16S_31
X16S_11	X16S_80	 1	2010_control	X16S_11__X16S_80
X16S_110	X16S_550	 1	2010_control	X16S_110__X16S_550
X16S_89	X16S_110	 1	2010_control	X16S_89__X16S_110
X16S_110	X16S_934	-1	2010_control	X16S_110__X16S_934
X16S_66	X16S_11054	 1	2010_control	X16S_66__X16S_11054
X16S_111	X16S_1462	 1	2010_control	X16S_111__X16S_1462
X16S_31	X16S_111	 1	2010_control	X16S_31__X16S_111
X16S_82	X16S_111	 1	2010_control	X16S_82__X16S_111
X16S_240	X16S_1110	 1	2010_control	X16S_240__X16S_1110
X16S_3099	X16S_11156	-1	2010_control	X16S_3099__X16S_11156
X16S_9	X16S_11156	-1	2010_control	X16S_9__X16S_11156
X16S_11180	X16S_17251	-1	2010_control	X16S_11180__X16S_17251
X16S_11182	X16S_22573	 1	2010_control	X16S_11182__X16S_22573
X16S_11182	X16S_24013	 1	2010_control	X16S_11182__X16S_24013
X16S_112	X16S_4888	 1	2010_control	X16S_112__X16S_4888
X16S_1127	X16S_8598	 1	2010_control	X16S_1127__X16S_8598
X16S_494	X16S_11276	 1	2010_control	X16S_494__X16S_11276
X16S_764	X16S_11276	 1	2010_control	X16S_764__X16S_11276
X16S_1130	X16S_1845	-1	2010_control	X16S_1130__X16S_1845
X16S_1130	X16S_3099	-1	2010_control	X16S_1130__X16S_3099
X16S_11315	X16S_25905	-1	2010_control	X16S_11315__X16S_25905
X16S_57	X16S_1143	 1	2010_control	X16S_57__X16S_1143
X16S_2176	X16S_11476	-1	2010_control	X16S_2176__X16S_11476
X16S_5154	X16S_11476	-1	2010_control	X16S_5154__X16S_11476
X16S_115	X16S_1610	 1	2010_control	X16S_115__X16S_1610
X16S_21	X16S_115	 1	2010_control	X16S_21__X16S_115
X16S_1165	X16S_3292	-1	2010_control	X16S_1165__X16S_3292
X16S_279	X16S_11663	 1	2010_control	X16S_279__X16S_11663
X16S_117	X16S_14293	 1	2010_control	X16S_117__X16S_14293
X16S_117	X16S_462	 1	2010_control	X16S_117__X16S_462
X16S_1413	X16S_11757	 1	2010_control	X16S_1413__X16S_11757
X16S_249	X16S_11757	 1	2010_control	X16S_249__X16S_11757
X16S_11791	X16S_24090	 1	2010_control	X16S_11791__X16S_24090
X16S_597	X16S_11791	 1	2010_control	X16S_597__X16S_11791
X16S_944	X16S_11791	 1	2010_control	X16S_944__X16S_11791
X16S_118	X16S_180	 1	2010_control	X16S_118__X16S_180
X16S_75	X16S_118	 1	2010_control	X16S_75__X16S_118
X16S_1462	X16S_11867	 1	2010_control	X16S_1462__X16S_11867
X16S_1192	X16S_6741	-1	2010_control	X16S_1192__X16S_6741
X16S_1195	X16S_3567	 1	2010_control	X16S_1195__X16S_3567
X16S_12	X16S_23384	 1	2010_control	X16S_12__X16S_23384
X16S_12	X16S_670	 1	2010_control	X16S_12__X16S_670
X16S_75	X16S_12195	 1	2010_control	X16S_75__X16S_12195
X16S_501	X16S_1227	 1	2010_control	X16S_501__X16S_1227
X16S_123	X16S_23361	 1	2010_control	X16S_123__X16S_23361
X16S_66	X16S_123	 1	2010_control	X16S_66__X16S_123
X16S_1235	X16S_17799	-1	2010_control	X16S_1235__X16S_17799
X16S_1235	X16S_22962	-1	2010_control	X16S_1235__X16S_22962
X16S_1282	X16S_12447	-1	2010_control	X16S_1282__X16S_12447
X16S_1248	X16S_2370	-1	2010_control	X16S_1248__X16S_2370
X16S_456	X16S_12500	 1	2010_control	X16S_456__X16S_12500
X16S_12536	X16S_21605	-1	2010_control	X16S_12536__X16S_21605
X16S_2798	X16S_12536	-1	2010_control	X16S_2798__X16S_12536
X16S_5198	X16S_12536	-1	2010_control	X16S_5198__X16S_12536
X16S_12734	X16S_14617	 1	2010_control	X16S_12734__X16S_14617
X16S_2	X16S_12734	 1	2010_control	X16S_2__X16S_12734
X16S_5766	X16S_12734	 1	2010_control	X16S_5766__X16S_12734
X16S_1446	X16S_12775	-1	2010_control	X16S_1446__X16S_12775
X16S_12775	X16S_15948	-1	2010_control	X16S_12775__X16S_15948
X16S_12775	X16S_21318	-1	2010_control	X16S_12775__X16S_21318
X16S_3729	X16S_12775	-1	2010_control	X16S_3729__X16S_12775
X16S_849	X16S_12775	-1	2010_control	X16S_849__X16S_12775
X16S_402	X16S_1282	-1	2010_control	X16S_402__X16S_1282
X16S_1286	X16S_1750	-1	2010_control	X16S_1286__X16S_1750
X16S_1286	X16S_5686	-1	2010_control	X16S_1286__X16S_5686
X16S_497	X16S_12920	 1	2010_control	X16S_497__X16S_12920
X16S_74	X16S_12920	 1	2010_control	X16S_74__X16S_12920
X16S_8	X16S_12920	 1	2010_control	X16S_8__X16S_12920
X16S_131	X16S_21522	 1	2010_control	X16S_131__X16S_21522
X16S_1328	X16S_2292	-1	2010_control	X16S_1328__X16S_2292
X16S_1329	X16S_3303	-1	2010_control	X16S_1329__X16S_3303
X16S_1330	X16S_4362	-1	2010_control	X16S_1330__X16S_4362
X16S_982	X16S_1333	 1	2010_control	X16S_982__X16S_1333
X16S_141	X16S_13393	-1	2010_control	X16S_141__X16S_13393
X16S_135	X16S_2293	 1	2010_control	X16S_135__X16S_2293
X16S_136	X16S_185	 1	2010_control	X16S_136__X16S_185
X16S_1360	X16S_14617	 1	2010_control	X16S_1360__X16S_14617
X16S_1360	X16S_21915	 1	2010_control	X16S_1360__X16S_21915
X16S_1365	X16S_4362	-1	2010_control	X16S_1365__X16S_4362
X16S_137	X16S_1462	 1	2010_control	X16S_137__X16S_1462
X16S_137	X16S_1893	 1	2010_control	X16S_137__X16S_1893
X16S_137	X16S_23384	 1	2010_control	X16S_137__X16S_23384
X16S_137	X16S_2791	 1	2010_control	X16S_137__X16S_2791
X16S_31	X16S_137	 1	2010_control	X16S_31__X16S_137
X16S_39	X16S_137	 1	2010_control	X16S_39__X16S_137
X16S_137	X16S_4687	 1	2010_control	X16S_137__X16S_4687
X16S_137	X16S_7456	 1	2010_control	X16S_137__X16S_7456
X16S_1370	X16S_20810	 1	2010_control	X16S_1370__X16S_20810
X16S_377	X16S_1376	-1	2010_control	X16S_377__X16S_1376
X16S_138	X16S_17207	 1	2010_control	X16S_138__X16S_17207
X16S_13846	X16S_15948	-1	2010_control	X16S_13846__X16S_15948
X16S_139	X16S_407	 1	2010_control	X16S_139__X16S_407
X16S_139	X16S_456	 1	2010_control	X16S_139__X16S_456
X16S_1390	X16S_22555	-1	2010_control	X16S_1390__X16S_22555
X16S_1994	X16S_14116	 1	2010_control	X16S_1994__X16S_14116
X16S_1413	X16S_8598	 1	2010_control	X16S_1413__X16S_8598
X16S_2418	X16S_14199	-1	2010_control	X16S_2418__X16S_14199
X16S_868	X16S_14199	 1	2010_control	X16S_868__X16S_14199
X16S_1424	X16S_21605	-1	2010_control	X16S_1424__X16S_21605
X16S_1428	X16S_5198	-1	2010_control	X16S_1428__X16S_5198
X16S_45	X16S_14293	 1	2010_control	X16S_45__X16S_14293
X16S_143	X16S_199	 1	2010_control	X16S_143__X16S_199
X16S_1430	X16S_4320	-1	2010_control	X16S_1430__X16S_4320
X16S_2127	X16S_14355	-1	2010_control	X16S_2127__X16S_14355
X16S_145	X16S_18010	 1	2010_control	X16S_145__X16S_18010
X16S_933	X16S_14507	 1	2010_control	X16S_933__X16S_14507
X16S_740	X16S_1454	-1	2010_control	X16S_740__X16S_1454
X16S_995	X16S_1454	 1	2010_control	X16S_995__X16S_1454
X16S_371	X16S_14574	 1	2010_control	X16S_371__X16S_14574
X16S_1718	X16S_14601	 1	2010_control	X16S_1718__X16S_14601
X16S_1462	X16S_15640	 1	2010_control	X16S_1462__X16S_15640
X16S_38	X16S_1462	 1	2010_control	X16S_38__X16S_1462
X16S_1462	X16S_7456	 1	2010_control	X16S_1462__X16S_7456
X16S_1470	X16S_3128	-1	2010_control	X16S_1470__X16S_3128
X16S_1472	X16S_2623	-1	2010_control	X16S_1472__X16S_2623
X16S_149	X16S_14733	 1	2010_control	X16S_149__X16S_14733
X16S_2293	X16S_14736	 1	2010_control	X16S_2293__X16S_14736
X16S_5	X16S_14736	 1	2010_control	X16S_5__X16S_14736
X16S_50	X16S_14736	 1	2010_control	X16S_50__X16S_14736
X16S_597	X16S_14736	 1	2010_control	X16S_597__X16S_14736
X16S_944	X16S_14736	 1	2010_control	X16S_944__X16S_14736
X16S_1485	X16S_3099	-1	2010_control	X16S_1485__X16S_3099
X16S_14991	X16S_23361	 1	2010_control	X16S_14991__X16S_23361
X16S_237	X16S_14991	 1	2010_control	X16S_237__X16S_14991
X16S_15039	X16S_15946	-1	2010_control	X16S_15039__X16S_15946
X16S_151	X16S_25692	 1	2010_control	X16S_151__X16S_25692
X16S_9929	X16S_15165	-1	2010_control	X16S_9929__X16S_15165
X16S_1524	X16S_2418	-1	2010_control	X16S_1524__X16S_2418
X16S_912	X16S_1524	-1	2010_control	X16S_912__X16S_1524
X16S_40	X16S_1531	 1	2010_control	X16S_40__X16S_1531
X16S_15316	X16S_23361	 1	2010_control	X16S_15316__X16S_23361
X16S_237	X16S_15316	 1	2010_control	X16S_237__X16S_15316
X16S_600	X16S_15438	 1	2010_control	X16S_600__X16S_15438
X16S_919	X16S_15438	 1	2010_control	X16S_919__X16S_15438
X16S_9195	X16S_15488	-1	2010_control	X16S_9195__X16S_15488
X16S_155	X16S_24660	 1	2010_control	X16S_155__X16S_24660
X16S_371	X16S_1559	 1	2010_control	X16S_371__X16S_1559
X16S_503	X16S_15686	 1	2010_control	X16S_503__X16S_15686
X16S_157	X16S_194	 1	2010_control	X16S_157__X16S_194
X16S_157	X16S_221	 1	2010_control	X16S_157__X16S_221
X16S_157	X16S_25457	 1	2010_control	X16S_157__X16S_25457
X16S_80	X16S_157	 1	2010_control	X16S_80__X16S_157
X16S_1572	X16S_2323	-1	2010_control	X16S_1572__X16S_2323
X16S_66	X16S_1575	 1	2010_control	X16S_66__X16S_1575
X16S_1583	X16S_15881	-1	2010_control	X16S_1583__X16S_15881
X16S_1583	X16S_1606	-1	2010_control	X16S_1583__X16S_1606
X16S_1583	X16S_17434	-1	2010_control	X16S_1583__X16S_17434
X16S_1583	X16S_2063	-1	2010_control	X16S_1583__X16S_2063
X16S_1583	X16S_2530	-1	2010_control	X16S_1583__X16S_2530
X16S_1583	X16S_2775	-1	2010_control	X16S_1583__X16S_2775
X16S_1583	X16S_2865	-1	2010_control	X16S_1583__X16S_2865
X16S_641	X16S_1583	-1	2010_control	X16S_641__X16S_1583
X16S_1583	X16S_9320	-1	2010_control	X16S_1583__X16S_9320
X16S_678	X16S_1587	 1	2010_control	X16S_678__X16S_1587
X16S_15881	X16S_15948	-1	2010_control	X16S_15881__X16S_15948
X16S_1589	X16S_1923	 1	2010_control	X16S_1589__X16S_1923
X16S_566	X16S_1589	 1	2010_control	X16S_566__X16S_1589
X16S_1592	X16S_3099	-1	2010_control	X16S_1592__X16S_3099
X16S_2276	X16S_15948	-1	2010_control	X16S_2276__X16S_15948
X16S_15948	X16S_25832	-1	2010_control	X16S_15948__X16S_25832
X16S_792	X16S_15948	-1	2010_control	X16S_792__X16S_15948
X16S_1598	X16S_4099	-1	2010_control	X16S_1598__X16S_4099
X16S_16	X16S_23361	 1	2010_control	X16S_16__X16S_23361
X16S_16	X16S_237	 1	2010_control	X16S_16__X16S_237
X16S_16	X16S_2791	 1	2010_control	X16S_16__X16S_2791
X16S_1606	X16S_2842	-1	2010_control	X16S_1606__X16S_2842
X16S_1606	X16S_6576	-1	2010_control	X16S_1606__X16S_6576
X16S_1606	X16S_7637	-1	2010_control	X16S_1606__X16S_7637
X16S_19	X16S_16162	 1	2010_control	X16S_19__X16S_16162
X16S_6	X16S_16162	 1	2010_control	X16S_6__X16S_16162
X16S_163	X16S_8598	 1	2010_control	X16S_163__X16S_8598
X16S_1630	X16S_4099	-1	2010_control	X16S_1630__X16S_4099
X16S_3783	X16S_16383	-1	2010_control	X16S_3783__X16S_16383
X16S_16407	X16S_21409	 1	2010_control	X16S_16407__X16S_21409
X16S_961	X16S_16425	 1	2010_control	X16S_961__X16S_16425
X16S_16532	X16S_20374	-1	2010_control	X16S_16532__X16S_20374
X16S_1663	X16S_2193	-1	2010_control	X16S_1663__X16S_2193
X16S_16775	X16S_21336	-1	2010_control	X16S_16775__X16S_21336
X16S_2285	X16S_16775	-1	2010_control	X16S_2285__X16S_16775
X16S_2634	X16S_16775	-1	2010_control	X16S_2634__X16S_16775
X16S_396	X16S_16775	-1	2010_control	X16S_396__X16S_16775
X16S_8640	X16S_16775	-1	2010_control	X16S_8640__X16S_16775
X16S_16856	X16S_26052	 1	2010_control	X16S_16856__X16S_26052
X16S_463	X16S_1686	 1	2010_control	X16S_463__X16S_1686
X16S_501	X16S_1686	 1	2010_control	X16S_501__X16S_1686
X16S_561	X16S_16896	 1	2010_control	X16S_561__X16S_16896
X16S_1691	X16S_2812	-1	2010_control	X16S_1691__X16S_2812
X16S_185	X16S_16970	 1	2010_control	X16S_185__X16S_16970
X16S_1703	X16S_2623	-1	2010_control	X16S_1703__X16S_2623
X16S_6404	X16S_17099	 1	2010_control	X16S_6404__X16S_17099
X16S_1710	X16S_3099	-1	2010_control	X16S_1710__X16S_3099
X16S_1750	X16S_17136	-1	2010_control	X16S_1750__X16S_17136
X16S_84	X16S_17207	 1	2010_control	X16S_84__X16S_17207
X16S_1731	X16S_23014	-1	2010_control	X16S_1731__X16S_23014
X16S_1731	X16S_5511	-1	2010_control	X16S_1731__X16S_5511
X16S_4184	X16S_17337	-1	2010_control	X16S_4184__X16S_17337
X16S_2164	X16S_17434	-1	2010_control	X16S_2164__X16S_17434
X16S_2236	X16S_17434	-1	2010_control	X16S_2236__X16S_17434
X16S_2751	X16S_17434	-1	2010_control	X16S_2751__X16S_17434
X16S_1755	X16S_9225	-1	2010_control	X16S_1755__X16S_9225
X16S_97	X16S_17594	-1	2010_control	X16S_97__X16S_17594
X16S_2	X16S_176	 1	2010_control	X16S_2__X16S_176
X16S_176	X16S_23807	 1	2010_control	X16S_176__X16S_23807
X16S_176	X16S_316	 1	2010_control	X16S_176__X16S_316
X16S_984	X16S_17744	-1	2010_control	X16S_984__X16S_17744
X16S_92	X16S_17787	 1	2010_control	X16S_92__X16S_17787
X16S_9679	X16S_17787	 1	2010_control	X16S_9679__X16S_17787
X16S_865	X16S_17792	 1	2010_control	X16S_865__X16S_17792
X16S_2141	X16S_17799	-1	2010_control	X16S_2141__X16S_17799
X16S_218	X16S_17882	 1	2010_control	X16S_218__X16S_17882
X16S_1791	X16S_24748	 1	2010_control	X16S_1791__X16S_24748
X16S_1791	X16S_3131	 1	2010_control	X16S_1791__X16S_3131
X16S_57	X16S_17935	 1	2010_control	X16S_57__X16S_17935
X16S_1802	X16S_8325	 1	2010_control	X16S_1802__X16S_8325
X16S_652	X16S_18050	 1	2010_control	X16S_652__X16S_18050
X16S_1809	X16S_25340	-1	2010_control	X16S_1809__X16S_25340
X16S_912	X16S_18130	-1	2010_control	X16S_912__X16S_18130
X16S_1817	X16S_5713	-1	2010_control	X16S_1817__X16S_5713
X16S_2697	X16S_18362	-1	2010_control	X16S_2697__X16S_18362
X16S_4443	X16S_18363	-1	2010_control	X16S_4443__X16S_18363
X16S_5743	X16S_18363	-1	2010_control	X16S_5743__X16S_18363
X16S_7279	X16S_18363	-1	2010_control	X16S_7279__X16S_18363
X16S_1845	X16S_2383	-1	2010_control	X16S_1845__X16S_2383
X16S_1861	X16S_22544	-1	2010_control	X16S_1861__X16S_22544
X16S_1861	X16S_3950	-1	2010_control	X16S_1861__X16S_3950
X16S_1861	X16S_5200	-1	2010_control	X16S_1861__X16S_5200
X16S_7510	X16S_18666	-1	2010_control	X16S_7510__X16S_18666
X16S_18679	X16S_24061	 1	2010_control	X16S_18679__X16S_24061
X16S_187	X16S_958	 1	2010_control	X16S_187__X16S_958
X16S_2953	X16S_18890	 1	2010_control	X16S_2953__X16S_18890
X16S_189	X16S_19287	 1	2010_control	X16S_189__X16S_19287
X16S_189	X16S_238	 1	2010_control	X16S_189__X16S_238
X16S_189	X16S_423	 1	2010_control	X16S_189__X16S_423
X16S_2165	X16S_18944	-1	2010_control	X16S_2165__X16S_18944
X16S_6	X16S_19	 1	2010_control	X16S_6__X16S_19
X16S_190	X16S_953	 1	2010_control	X16S_190__X16S_953
X16S_5	X16S_19019	 1	2010_control	X16S_5__X16S_19019
X16S_19050	X16S_22489	 1	2010_control	X16S_19050__X16S_22489
X16S_19050	X16S_24906	 1	2010_control	X16S_19050__X16S_24906
X16S_426	X16S_19050	 1	2010_control	X16S_426__X16S_19050
X16S_740	X16S_19050	 1	2010_control	X16S_740__X16S_19050
X16S_8988	X16S_19050	 1	2010_control	X16S_8988__X16S_19050
X16S_19079	X16S_19351	 1	2010_control	X16S_19079__X16S_19351
X16S_276	X16S_19079	-1	2010_control	X16S_276__X16S_19079
X16S_1909	X16S_25972	 1	2010_control	X16S_1909__X16S_25972
X16S_1917	X16S_3099	-1	2010_control	X16S_1917__X16S_3099
X16S_2285	X16S_19180	-1	2010_control	X16S_2285__X16S_19180
X16S_4416	X16S_19227	-1	2010_control	X16S_4416__X16S_19227
X16S_1926	X16S_23062	-1	2010_control	X16S_1926__X16S_23062
X16S_1926	X16S_2347	-1	2010_control	X16S_1926__X16S_2347
X16S_1926	X16S_2668	-1	2010_control	X16S_1926__X16S_2668
X16S_193	X16S_23361	 1	2010_control	X16S_193__X16S_23361
X16S_698	X16S_1931	-1	2010_control	X16S_698__X16S_1931
X16S_249	X16S_19351	 1	2010_control	X16S_249__X16S_19351
X16S_31	X16S_19351	 1	2010_control	X16S_31__X16S_19351
X16S_38	X16S_19351	 1	2010_control	X16S_38__X16S_19351
X16S_57	X16S_19351	 1	2010_control	X16S_57__X16S_19351
X16S_8598	X16S_19351	 1	2010_control	X16S_8598__X16S_19351
X16S_19509	X16S_23361	 1	2010_control	X16S_19509__X16S_23361
X16S_1954	X16S_2664	-1	2010_control	X16S_1954__X16S_2664
X16S_1954	X16S_3099	-1	2010_control	X16S_1954__X16S_3099
X16S_1967	X16S_21918	-1	2010_control	X16S_1967__X16S_21918
X16S_1967	X16S_26032	-1	2010_control	X16S_1967__X16S_26032
X16S_360	X16S_1973	 1	2010_control	X16S_360__X16S_1973
X16S_586	X16S_1973	 1	2010_control	X16S_586__X16S_1973
X16S_740	X16S_1973	 1	2010_control	X16S_740__X16S_1973
X16S_959	X16S_1973	 1	2010_control	X16S_959__X16S_1973
X16S_2	X16S_5766	 1	2010_control	X16S_2__X16S_5766
X16S_2004	X16S_2164	-1	2010_control	X16S_2004__X16S_2164
X16S_2004	X16S_4362	-1	2010_control	X16S_2004__X16S_4362
X16S_2087	X16S_20055	 1	2010_control	X16S_2087__X16S_20055
X16S_518	X16S_20055	-1	2010_control	X16S_518__X16S_20055
X16S_5766	X16S_20055	 1	2010_control	X16S_5766__X16S_20055
X16S_20068	X16S_24748	 1	2010_control	X16S_20068__X16S_24748
X16S_2011	X16S_5005	-1	2010_control	X16S_2011__X16S_5005
X16S_54	X16S_202	 1	2010_control	X16S_54__X16S_202
X16S_9921	X16S_20236	-1	2010_control	X16S_9921__X16S_20236
X16S_2176	X16S_20253	-1	2010_control	X16S_2176__X16S_20253
X16S_2299	X16S_20253	-1	2010_control	X16S_2299__X16S_20253
X16S_464	X16S_20253	 1	2010_control	X16S_464__X16S_20253
X16S_9115	X16S_20253	-1	2010_control	X16S_9115__X16S_20253
X16S_4369	X16S_20339	-1	2010_control	X16S_4369__X16S_20339
X16S_204	X16S_24090	 1	2010_control	X16S_204__X16S_24090
X16S_335	X16S_2042	 1	2010_control	X16S_335__X16S_2042
X16S_2063	X16S_4474	-1	2010_control	X16S_2063__X16S_4474
X16S_2063	X16S_5577	-1	2010_control	X16S_2063__X16S_5577
X16S_2063	X16S_7637	-1	2010_control	X16S_2063__X16S_7637
X16S_407	X16S_20639	 1	2010_control	X16S_407__X16S_20639
X16S_298	X16S_2087	-1	2010_control	X16S_298__X16S_2087
X16S_21	X16S_21929	 1	2010_control	X16S_21__X16S_21929
X16S_21	X16S_24660	 1	2010_control	X16S_21__X16S_24660
X16S_21	X16S_3267	 1	2010_control	X16S_21__X16S_3267
X16S_21	X16S_3638	 1	2010_control	X16S_21__X16S_3638
X16S_4247	X16S_21023	 1	2010_control	X16S_4247__X16S_21023
X16S_3145	X16S_21077	-1	2010_control	X16S_3145__X16S_21077
X16S_211	X16S_23361	 1	2010_control	X16S_211__X16S_23361
X16S_82	X16S_211	 1	2010_control	X16S_82__X16S_211
X16S_953	X16S_21262	 1	2010_control	X16S_953__X16S_21262
X16S_213	X16S_590	 1	2010_control	X16S_213__X16S_590
X16S_3950	X16S_21336	-1	2010_control	X16S_3950__X16S_21336
X16S_5264	X16S_21336	-1	2010_control	X16S_5264__X16S_21336
X16S_2138	X16S_2274	-1	2010_control	X16S_2138__X16S_2274
X16S_2138	X16S_4213	-1	2010_control	X16S_2138__X16S_4213
X16S_519	X16S_21434	 1	2010_control	X16S_519__X16S_21434
X16S_21522	X16S_22981	 1	2010_control	X16S_21522__X16S_22981
X16S_249	X16S_21561	 1	2010_control	X16S_249__X16S_21561
X16S_3048	X16S_21605	-1	2010_control	X16S_3048__X16S_21605
X16S_5071	X16S_21605	-1	2010_control	X16S_5071__X16S_21605
