Name	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No. module	Zi	Pi	Domain	Phylum	Class	Order	Family	Genus	Domain_Phylum
X16S_23091	1	0	0	3.17E-06	0	2	-0.838	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria
X16S_23095	1	0	0	4.38E-94	0	27	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_232	1	0	0	0.000626043	0	0	-0.9	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified	Bacteria_Proteobacteria
X16S_23319	1	0	0	6.22E-108	0	38	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	Bacteria_Proteobacteria
X16S_23360	2	11.05037868	115	0.020140709	0	3	-0.558	0	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unclassified	Unclassified	Gp5	Bacteria_Acidobacteria
X16S_23361	4	235.3918762	1343	0.014184749	0.333333333	3	-0.234	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_23377	4	1237.333333	7047	7.71E-12	0	2	1.192	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus	Bacteria_Proteobacteria
X16S_234	1	0	0	0.011008102	0	5	-0.675	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_23424	7	1046.410475	12072	0.000656949	0	1	0.949	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	Bacteria_Proteobacteria
X16S_2351	38	22784.25129	274964	0.011046466	0	1	7.729	0.24	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Unclassified	Bacteria_Proteobacteria
X16S_23536	1	0	0	8.96E-11	0	2	-0.838	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Asanoa	Bacteria_Actinobacteria
X16S_236	2	39.8467694	503	0.011004761	0	0	-0.9	0.5	Bacteria	Acidobacteria	Acidobacteria_Gp25	Unclassified	Unclassified	Gp25	Bacteria_Acidobacteria
X16S_23604	1	0	0	0.000272	0	1	-0.615	0	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_23619	2	1848	21054	8.59E-14	0	2	-0.161	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Paenibacillus	Bacteria_Firmicutes
X16S_2367	1	0	0	0.012746998	0	3	-0.719	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Bacteria_Proteobacteria
X16S_237	2	174.4412109	950	0.00382585	0	20	0	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Unclassified	Bacteria_Bacteroidetes
X16S_23717	1	0	0	3.94E-06	0	9	-0.637	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria
X16S_23789	4	1406.783355	8467	0.006657268	0	1	-0.354	0.5	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_23790	1	0	0	5.00E-79	0	14	-0.811	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_2380	2	0	0	0.009932302	1	8	-0.826	0.5	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_23906	2	0	0	0.000538114	1	0	-0.714	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_23930	9	3126.866876	38944	0.032571472	0.111111111	3	0.25	0.345	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_24041	1	0	0	9.85E-06	0	4	-0.547	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_24061	2	1	1	8.75E-94	0	27	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	Bacteria_Proteobacteria
X16S_24065	1	0	0	1.49E-06	0	1	-0.615	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Bacteria_Proteobacteria
X16S_24085	2	25.31824908	368	0.014672613	0	3	-0.558	0	Archaea	Crenarchaeota	Thermoprotei	Unclassified	Unclassified	Unclassified	Archaea_Crenarchaeota
X16S_24090	3	8	10	4.33E-54	0.333333333	15	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unclassified	Bacteria_Firmicutes
X16S_24102	1	0	0	6.22E-108	0	37	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_2412	1	0	0	6.22E-108	0	36	0	0	Bacteria	Actinobacteria	Actinobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Bacteria_Actinobacteria
X16S_2414	2	618	4923	0.000801023	0	1	-0.354	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Zavarzinella	Bacteria_Planctomycetes
X16S_2416	2	618	7609	7.95E-05	0	1	-0.354	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Bacteria_Proteobacteria
X16S_2417	1	0	0	5.75E-08	0	9	-0.637	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Bacteria_Planctomycetes
X16S_242	2	534.8954856	2308	0.000308977	0	13	-0.894	0.5	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Bacteria_Proteobacteria
X16S_24235	2	166.1517034	1567	0.000197098	0	1	-0.354	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_24269	1	0	0	0.014351383	0	3	-0.719	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Bacteria_Proteobacteria
X16S_24272	5	1879.930582	21463	7.97E-07	0	9	2.304	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Bacteria_Planctomycetes
X16S_2428	2	98.21064167	880	0.000499735	0	1	-0.354	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	Bacteria_Proteobacteria
X16S_243	1	0	0	0.00111417	0	3	-0.719	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_24385	7	5858.359668	53892	0.028481348	0.095238095	3	-0.234	0.571	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_244	1	0	0	6.16E-13	0	2	-0.838	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Bacteria_Proteobacteria
X16S_24433	2	13.01468788	120	0.000761561	0	4	-0.547	0.5	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_24435	9	508.5675459	6592	0.072090764	0.194444444	3	0.573	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_2445	1	0	0	9.85E-06	0	4	-0.547	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Unclassified	Bacteria_Bacteroidetes
X16S_2446	5	2650.353298	25793	0.012552313	0	6	-0.081	0.64	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Chloroflexi
X16S_24465	3	811.057518	6633	0.001995968	0	6	0.691	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_245	2	618	7892	6.07E-06	0	10	-0.131	0	Bacteria	Acidobacteria	Acidobacteria_Gp7	Unclassified	Unclassified	Gp7	Bacteria_Acidobacteria
X16S_2453	14	11930.17248	91561	0.001872604	0	4	4.929	0.367	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Unclassified	Bacteria_Proteobacteria
X16S_24536	2	29.93521312	925	0.000501179	0	1	-0.354	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Modestobacter	Bacteria_Actinobacteria
X16S_2454	22	14066.98145	178560	0.006552659	0	1	4.078	0.243	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	Bacteria_Chloroflexi
X16S_24655	1	0	0	6.22E-108	0	35	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Bacteria_Planctomycetes
X16S_24663	4	1182.248612	8883	0.001840788	0	1	-0.093	0.375	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Unclassified	Bacteria_Bacteroidetes
X16S_24801	3	1072.08181	24608	0.008826548	0	1	-0.354	0.444	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_24893	7	3430.23325	28977	0.002344984	0	1	0.427	0.448	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_250	3	618	5107	0.019266289	0.333333333	3	-0.396	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_25007	3	134.3619048	540	0.009164629	0.666666667	0	-0.527	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	Bacteria_Actinobacteria
X16S_2501	3	11	11	9.51E-79	0	14	1.459	0	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Bacteria_Chloroflexi
X16S_2511	2	787.6012672	11730	0.000479482	0	9	-0.637	0.5	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_25138	2	1	1	8.75E-94	0	24	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Pasteuriaceae	Pasteuria	Bacteria_Firmicutes
X16S_25142	1	0	0	0.01876875	0	3	-0.719	0	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unclassified	Unclassified	Gp5	Bacteria_Acidobacteria
X16S_252	1	0	0	0.000590213	0	0	-0.9	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_2525	1	0	0	2.43E-07	0	13	-0.894	0	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Bacteria_Chloroflexi
X16S_25387	1	0	0	0.018289256	0	0	-0.9	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_25392	10	1057.720622	8589	0.049039161	0.266666667	3	0.735	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_25412	1	0	0	5.51E-86	0	18	-1.224	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Bacteria_Proteobacteria
X16S_25626	3	107.4984827	1769	0.00061566	0	1	-0.093	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_25725	2	2	2	1.99E-88	0	21	1	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_25728	1	0	0	1.30E-05	0	4	-0.547	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_25767	3	0	0	0.011012202	1	5	-0.009	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_25784	2	56.75515474	632	5.45E-05	0	4	-0.547	0.5	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_2587	2	2	2	1.99E-88	0	21	1	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Bacteria_Proteobacteria
X16S_2591	1	0	0	0.000109774	0	1	-0.615	0	Bacteria	Armatimonadetes	Unclassified	Unclassified	Unclassified	Armatimonadetes_gp4	Bacteria_Armatimonadetes
X16S_25981	1	0	0	6.22E-108	0	37	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinomadura	Bacteria_Actinobacteria
X16S_26	5	1900.042018	15318	0.002645882	0.1	6	2.237	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Bacteria_Proteobacteria
X16S_26143	1	0	0	0.000272	0	1	-0.615	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Bacteria_Proteobacteria
X16S_26168	2	45.07887339	1177	0.000520077	0	1	-0.354	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Bacteria_Proteobacteria
X16S_26248	8	2976.944007	22369	0.014940371	0.142857143	0	0.405	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria
X16S_2642	1	0	0	6.22E-108	0	63	0	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_2647	10	11372.38193	74098	0.004815822	0	4	2.19	0.56	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_266	2	0	0	0.006735005	1	5	-0.342	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_2664	3	275.8723812	2754	0.000587586	0	1	-0.093	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_268	1	0	0	0.007557006	0	3	-0.719	0	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unclassified	Unclassified	Gp10	Bacteria_Acidobacteria
X16S_2689	2	618	3871	0.000349215	0	4	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Inquilinus	Bacteria_Proteobacteria
X16S_269	1	0	0	0.000811755	0	10	-0.989	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	Bacteria_Proteobacteria
X16S_27	14	2388.741414	18239	0.057276178	0.318681319	0	1.151	0.255	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unclassified	Bacteria_Actinobacteria
X16S_2700	1	0	0	3.45E-05	0	1	-0.615	0	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Firmicutes
X16S_2710	1	0	0	1.45E-05	0	1	-0.615	0	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Unclassified	Geminicoccus	Bacteria_Proteobacteria
X16S_2716	3	107.157878	2824	0.001360944	0	1	-0.093	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_273	1	0	0	0.000920682	0	3	-0.719	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Bacteria_Planctomycetes
X16S_274	1	0	0	0.011008102	0	5	-0.675	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_2748	2	618	4803	1.98E-05	0	1	-0.354	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_2759	2	1449.895707	7439	0.005609527	0	1	-0.615	0.5	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_278	3	166.4911871	1592	0.004331356	0	5	-0.342	0.444	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_279	7	289.0167095	4650	0.02621566	0.428571429	5	1.324	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_2791	5	34.81424141	472	0.021300192	0.4	3	-0.073	0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Unclassified	Bacteria_Proteobacteria
X16S_281	3	1235	7053	1.24E-09	0	2	0.515	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Flavisolibacter	Bacteria_Bacteroidetes
X16S_2811	1	0	0	9.21E-06	0	1	-0.615	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_2818	1	0	0	0.000135083	0	4	-0.547	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_2822	1	0	0	0.004910448	0	5	-0.675	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Bacteria_Actinobacteria
X16S_2825	2	3	3	1.10E-85	0	18	0.816	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Bacteria_Planctomycetes
X16S_285	2	87.73503413	236	0.011643684	0	3	-0.558	0	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unclassified	Unclassified	Gp5	Bacteria_Acidobacteria
X16S_2866	2	297.5798384	1926	0.018503007	0	1	-0.615	0.5	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_287	1	0	0	5.92E-05	0	10	-0.989	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_2874	1	0	0	0.000272	0	1	-0.615	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Byssovorax	Bacteria_Proteobacteria
X16S_2881	2	0	0	0.002270294	1	2	-0.838	0.5	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria
X16S_289	1	0	0	0.000712019	0	5	-0.675	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_2896	3	112.0385328	540	0.002646714	0.333333333	0	-0.714	0.444	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_2904	1	0	0	0.006662705	0	3	-0.719	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_291	2	618	4758	0.002589301	0	3	-0.558	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Labrys	Bacteria_Proteobacteria
X16S_292	1	0	0	0.000920682	0	3	-0.719	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_295	2	308.3231621	1523	0.001995156	0	8	-0.285	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_2951	2	3076.51353	23229	0.000139727	0	7	-0.73	0.5	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_297	5	2313.006894	22229	0.029032892	0.3	0	-0.714	0.64	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_2975	1	0	0	6.22E-108	0	30	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Saccharibacillus	Bacteria_Firmicutes
X16S_2984	1	0	0	4.30E-79	0	14	-0.811	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma	Bacteria_Proteobacteria
X16S_3	28	11222.98207	101190	0.201110048	0.166666667	3	2.19	0.487	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_30	1	0	0	5.83E-05	0	1	-0.615	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria_Proteobacteria
X16S_301	1	0	0	4.38E-07	0	10	-0.989	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria
X16S_302	3	1235	5589	0.0006324	0	0	-0.527	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_303	5	345.0010363	8934	0.041800786	0.5	3	-0.073	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_304	1	0	0	0.010557359	0	0	-0.9	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_3060	1	0	0	2.43E-07	0	13	-0.894	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	Bacteria_Planctomycetes
X16S_3067	5	1775.175638	17868	0.000458335	0	1	0.167	0.32	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Unclassified	Rhizomicrobium	Bacteria_Proteobacteria
X16S_307	1	0	0	0.003064297	0	0	-0.9	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_3098	5	1885.340994	43657	0.014816201	0.1	1	-0.093	0.48	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_31	15	5576.856138	41192	0.028975737	0.104761905	3	0.896	0.391	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_310	2	89.3079222	2574	0.00120214	0	1	-0.354	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_3138	1	0	0	6.22E-108	0	59	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Bacteria_Planctomycetes
X16S_3141	17	9154.616461	99418	0.003770619	0	1	3.296	0.11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified	Bacteria_Proteobacteria
X16S_3146	5	1333.762052	15977	0.00020098	0	1	0.427	0	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Bacteria_Firmicutes
X16S_3148	10	874.3814413	6589	0.011287089	0.222222222	0	0.778	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Unclassified	Bacteria_Actinobacteria
X16S_3212	1	0	0	6.22E-108	0	30	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_3284	1	0	0	6.66E-77	0	23	-1.414	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinoallomurus	Bacteria_Actinobacteria
X16S_329	1	0	0	1.14E-54	0	15	-1.118	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Unclassified	Bacteria_Firmicutes
X16S_3295	1	0	0	0.000965805	0	2	-0.838	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_33	1	0	0	5.51E-86	0	22	-0.577	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_330	3	1235	5689	0.000820293	0	10	0.725	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Unclassified	Bacteria_Actinobacteria
X16S_335	6	788.4039598	13543	0.000434275	0	1	0.688	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Bacteria_Proteobacteria
X16S_339	5	184.5684016	1797	0.039964523	0.4	3	-0.073	0	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unclassified	Unclassified	Gp5	Bacteria_Acidobacteria
X16S_34	9	290.5102833	2739	0.079609986	0.305555556	3	0.573	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_3402	2	1848	16320	4.62E-05	0	13	0.447	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_3412	5	968.8583771	10073	0.000219009	0	1	0.427	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rhodopila	Bacteria_Proteobacteria
X16S_35	1	0	0	3.37E-07	0	7	-0.73	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria_Proteobacteria
X16S_350	5	2268.597319	15105	0.014663536	0	3	-0.396	0.56	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_352	1	0	0	8.74E-05	0	6	-0.854	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Terrimonas	Bacteria_Bacteroidetes
X16S_353	1	0	0	6.22E-108	0	33	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_356	1	0	0	0.004885909	0	3	-0.719	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_3575	3	493.5010749	5447	0.001267185	0	1	-0.093	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_3591	12	8224.74401	85664	0.002817078	0	1	1.21	0.513	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_36	1	0	0	6.22E-108	0	32	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Bacteria_Proteobacteria
